Conta;Classificação;C5;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2025;01/02/2025
2076;Despesas Comerciais / Logistica/ Expedição fixas;2076 - Mensalidades e Anuidades;-1.900 ;-1.988 ;-2.083 ;-1.988 ;-2.272 ;-2.083 ;-2.177 ;-2.237 ;-2.006 ;-1.864 ;-3.292 ;-4.392 
2077;Despesas Comerciais / Logistica / Expedição variáveis;2077 - Comissao Representantes Externos P. Juridica; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2078;Despesas Comerciais / Logistica / Expedição variáveis;2078 - Fretes Produto Acabado;-905.620 ;-1.316.216 ;-1.378.893 ;-1.316.216 ;-1.504.247 ;-1.378.893 ;-1.441.570 ;-1.481.121 ;-1.328.094 ;-1.234.267 ;-905.843 ;-865.767 
2079;Despesas Comerciais / Logistica/ Expedição fixas;2079 - Servico de Publicidade e Propaganda;-20.454 ;-21.404 ;-22.423 ;-21.404 ;-24.462 ;-22.423 ;-23.443 ;-24.086 ;-21.597 ;-20.071 ;-12.250 ;-15.849 
2081;Despesas Comerciais / Logistica/ Expedição fixas;2081 - Manutencao Mecanica;-7 ;-7 ;-7 ;-7 ;-8 ;-7 ;-8 ;-8 ;-7 ;-7 ; -   ;-73 
2082;Despesas Comerciais / Logistica/ Expedição fixas;2082 - Manutencao Eletrica; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2083;Despesas Comerciais / Logistica/ Expedição fixas;2083 - Manutencao Civil; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2084;Despesas Comerciais / Logistica/ Expedição fixas;2084 - Manutencao Hidraulica; -   ;-56 ;-56 ;-56 ;-56 ;-56 ;-56 ;-56 ;-56 ;-56 ;-56 ; -   
2085;Despesas Comerciais / Logistica/ Expedição fixas;2085 - Manutencao e Conservacao de Benfeitorias; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2086;Despesas Comerciais / Logistica/ Expedição fixas;2086 - Material e Manutencao de Informatica;-4 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-4 ;-11 ;-843 
2087;Despesas Comerciais / Logistica/ Expedição fixas;2087 - Material de Expediente;-34 ;-36 ;-38 ;-36 ;-41 ;-38 ;-39 ;-41 ;-36 ;-34 ; 10 ;-10 
2089;Depreciações e Amortizações;2089 - Depreciacoes; -   ;-5.012 ;-5.012 ;-3.162 ;-3.162 ;-3.162 ;-3.162 ;-3.082 ;-3.082 ;-3.082 ;-5.025 ;-5.025 
2090;Depreciações e Amortizações;2090 - Amortizacoes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2091;Depreciações e Amortizações;2091 - Amortizacoes Direito de uso; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2093;Despesas Comerciais / Logistica/ Expedição fixas;2093 - Energia Eletrica; -   ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.301 ;-4.988 
2094;Despesas Comerciais / Logistica/ Expedição fixas;2094 - Comunicacoes (Telefone, Correio e Internet); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2095;Despesas Comerciais / Logistica/ Expedição fixas;2095 - Agua e Saneamento; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2096;Despesas Comerciais / Logistica/ Expedição fixas;2096 - Servico de Cartorio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2097;Despesas Comerciais / Logistica/ Expedição fixas;2097 - Maquinas, Moveis e Utensilios;-129 ;-136 ;-142 ;-136 ;-155 ;-142 ;-148 ;-152 ;-137 ;-127 ;-408 ; -   
2098;Despesas Comerciais / Logistica/ Expedição fixas;2098 - Material de Escritorio;-966 ;-1.011 ;-1.059 ;-1.011 ;-1.155 ;-1.059 ;-1.107 ;-1.138 ;-1.020 ;-948 ;-893 ; -   
2100;Despesas Comerciais / Logistica / Expedição variáveis;2100 - Combustiveis e Lubrificantes;-1.881 ;-1.968 ;-2.062 ;-1.968 ;-2.250 ;-2.062 ;-2.156 ;-2.215 ;-1.986 ;-1.846 ;-2.824 ;-1.940 
2101;Despesas Comerciais / Logistica/ Expedição fixas;2101 - Seguro de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-811 ; 1.187 
2102;Despesas Comerciais / Logistica/ Expedição fixas;2102 - IPVA, Seguro Obrigatorio e Licenciamento; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2103;Despesas Comerciais / Logistica / Expedição variáveis;2103 - Pedagios;-271 ;-284 ;-297 ;-284 ;-324 ;-297 ;-311 ;-319 ;-286 ;-266 ;-199 ;-374 
2104;Despesas Comerciais / Logistica/ Expedição fixas;2104 - Manutencao Veiculo Preventiva;-1.685 ;-1.764 ;-1.848 ;-1.764 ;-2.016 ;-1.848 ;-1.932 ;-1.985 ;-1.780 ;-1.654 ;-218 ; -   
2105;Despesas Comerciais / Logistica/ Expedição fixas;2105 - Manutencao Veiculo Corretiva; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2107;Despesas Comerciais / Logistica/ Expedição fixas;2107 - Alugueis e Locacoes;-1.133 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-1.147 ;-835 ;-9.357 
2108;Despesas Comerciais / Logistica/ Expedição fixas;2108 - Despesas c/ Viagens, Estadias e Refeicoes;-1.178 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ;-2.771 ; -   ;-333 
2109;Despesas Comerciais / Logistica/ Expedição fixas;2109 - Treinamentos, Cursos e Eventos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-1.600 
2110;Despesas Comerciais / Logistica/ Expedição fixas;2110 - Contribuicao Sindical / Patronal / Conselho; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2111;Despesas Comerciais / Logistica/ Expedição fixas;2111 - Seguros; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2112;Despesas Comerciais / Logistica/ Expedição fixas;2112 - Perda por Avaria, Roubo ou Deterioracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2116;Despesas Não Dedutíveis fixas;2116 - Patrocinio e Doacoes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-5.719 ;-12.218 
2117;Despesas Não Dedutíveis fixas;2117 - Multas de Transito; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-208 
2118;Despesas Não Dedutíveis fixas;2118 - Despesas Indedutiveis; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2120;Juros;2120 - Juros s/ Direito de uso Arrendamento Mercantil; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2123;Outras Receitas/Despesas Operacionais;2123 - Receita Operacionais; 23.495 ; 24.586 ; 25.757 ; 24.586 ; 28.098 ; 25.757 ; 26.927 ; 27.666 ; 24.808 ; 23.055 ; -   ; 10 
2124;Outras Receitas/Despesas Operacionais;2124 - Bonificacao recebidas; 12.972 ; 13.575 ; 14.221 ; 13.575 ; 15.514 ; 14.221 ; 14.867 ; 15.275 ; 13.697 ; 12.729 ; 43.791 ; -   
2125;Outras Receitas/Despesas Operacionais;2125 - Venda de Sucata; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 36 
2126;Outras Receitas/Despesas Operacionais;2126 - Indenizacao de Seguro; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 252.175 
2128;Outras Receitas/Despesas Operacionais;2128 - Ganhos e Perdas de Capital; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2129;Outras Receitas/Despesas Operacionais;2129 - Recuperacao de Recebimentos Prov. Como Perda; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2130;Outras Receitas/Despesas Operacionais;2130 - Alugueis; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2132;Outras Receitas/Despesas Operacionais;2132 - Credito de PIS / COFINS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2134;Outras Receitas/Despesas Operacionais;2134 - Revenda de Materia Prima; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2135;Outras Receitas/Despesas Operacionais;2135 - Despesas Operacionais; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-134.730 
2136;Despesas Administrativas fixas;2136 - Brindes;-218 ;-169 ;-169 ;-169 ;-169 ;-169 ;-169 ;-169 ;-169 ;-169 ;-3.119 ;-2.723 
2149;Custos variáveis;2149 - Variacao de Custo Fabrica Racao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-543.327 ;-462.074 
2150;Custos variáveis;2150 - Rateio Producao Avicola; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-32.228 ;-48.968 
2152;Custos variáveis;2152 - CMV - Revenda de Mercadorias e Insumos;-10.994 ;-11.504 ;-12.052 ;-11.504 ;-13.148 ;-12.052 ;-12.600 ;-12.945 ;-11.608 ;-10.788 ;-335.859 ;-450.564 
2154;Custos fixos;2154 - Taxa IGAM-Agua; -   ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ;-4.761 ; -   
2157;Despesas Comerciais / Logistica/ Expedição fixas;2157 - Material de Higienizacao e Limpeza; -   ;-285 ;-285 ;-285 ;-285 ;-285 ;-285 ;-285 ;-285 ;-285 ;-285 ;-589 
2159;Despesas Comerciais / Logistica/ Expedição fixas;2159 - Cesta Natal; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2183;Despesas Não Dedutíveis fixas;2183 - Brindes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2192;Despesas Administrativas fixas;2192 - Treinamentos e Cursos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;-139 
2193;Despesas Comerciais / Logistica/ Expedição fixas;2193 - Insalubridade; -   ;-607 ;-607 ;-607 ;-607 ;-607 ;-607 ;-607 ;-607 ;-607 ;-565 ;-607 
2194;Despesas Comerciais / Logistica/ Expedição fixas;2194 - Frete e Carretos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-90 ; 90 
2195;Custos fixos;2195 - Serviços de Apoio a Gestao;-2.632 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-162.244 ;-125.170 ;-172.314 
2196;Despesas Administrativas fixas;2196 - Serviços de Apoio a Gestao;-63.573 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-573.867 ;-395.377 ;-511.808 
2197;Despesas Comerciais / Logistica/ Expedição fixas;2197 - Serviços de Apoio a Gestao;-28.103 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-205.958 ;-84.961 ;-122.836 
2201;Despesas Administrativas fixas;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
2213;Custos fixos;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
2214;Despesas Administrativas fixas;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
2229;Custos variáveis;2229 - PRV;;;;;;;;;;;;
2235;Despesas Administrativas fixas;2235 - PRV;;;;;;;;;;;;
2246;Custos variáveis;2246 - Ajuste CPV;;;;;;;;;;;;
2248;Impostos sobre vendas;2248 - ICMS s/ Revendas;;;;;;;;;;;;
2249;Impostos sobre vendas;2249 - PIS s/ Revendas;;;;;;;;;;;;
2250;Impostos sobre vendas;2250 - COFINS s/ Revendas;;;;;;;;;;;;
2257;Custos fixos;2257 - Maquinas, Moveis e Utensilios;;;;;;;;;;;;
