Conta;DRE1;C5;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/25;fev/25
181;Receita Bruta de Vendas;181 - Vendas de Aves Industrializadas; 13.619.831,09 ; 16.431.862,44 ; 17.673.972,23 ; 20.178.405,21 ; 23.407.656,33 ; 21.408.331,65 ; 23.513.945,14 ; 25.414.795,51 ; 22.419.859,01 ; 22.165.945,99 ; 15.518.046,01 ; 15.021.122,80 
184;Receita Bruta de Vendas;184 - Vendas de Aves para Abate; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
191;Impostos sobre vendas;191 - ICMS s/ Vendas;-31.216,91 ;-35.932,95 ;-39.732,52 ;-44.869,39 ;-54.542,73 ;-48.910,36 ;-56.870,82 ;-61.885,95 ;-51.953,49 ;-49.334,59 ;-28.931,11 ;-28.184,66 
192;Impostos sobre vendas;192 - PIS s/ Vendas;-2.993,72 ;-3.498,88 ;-4.280,31 ;-5.174,86 ;-6.597,00 ;-5.672,85 ;-7.360,24 ;-8.196,64 ;-6.510,06 ;-5.735,79 ;-3.967,25 ;-3.182,36 
193;Impostos sobre vendas;193 - COFINS s/ Vendas;-13.789,26 ;-16.116,07 ;-19.715,39 ;-23.835,75 ;-30.386,17 ;-26.129,50 ;-33.901,70 ;-37.754,22 ;-29.985,74 ;-26.419,38 ;-18.272,94 ;-14.657,67 
195;Deduções de vendas;195 - Devolucao de Vendas;-108.093,89 ;-81.750,56 ;-87.930,21 ;-100.390,07 ;-116.456,00 ;-106.509,12 ;-116.984,81 ;-126.441,77 ;-111.541,59 ;-110.278,34 ;-685.099,10 ;-611.818,47 
196;Deduções de vendas;196 - Descontos Sobre Vendas;-132.584,78 ;-159.607,97 ;-171.886,90 ;-196.146,17 ;-228.028,62 ;-208.359,68 ;-229.474,84 ;-248.107,90 ;-218.349,09 ;-215.475,26 ;-129.193,34 ;-106.202,38 
201;Custos variáveis;201 - Aves Industrializadas;-10.954.462,97 ;-13.169.699,55 ;-13.779.472,34 ;-15.615.975,18 ;-18.035.095,54 ;-16.053.160,02 ;-17.633.769,45 ;-18.282.256,55 ;-15.723.292,81 ;-15.695.125,62 ;-12.050.201,47 ;-11.511.850,42 
202;Custos variáveis;202 - Aves Para Abate; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
204;Custos variáveis;204 - Sub Produtos FFO; -   ;  ;  ;  ;  ;  ;  ;  ;  ;  ;-56.861,53 ;-19.036,22 
209;Custos variáveis;209 - Racoes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-4.538.680,67 ;-3.749.957,62 
211;Custos variáveis;211 - Pintos de 1 Dia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
212;Custos variáveis;212 - Frangos Vivos Integracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
214;Custos variáveis;214 - Materia Prima;-33.658,36 ;-40.864,15 ;-42.816,13 ;-48.379,04 ;-55.534,03 ;-50.783,80 ;-53.135,39 ;-55.237,75 ;-48.080,32 ;-48.253,67 ;-102.307,53 ;-61.065,49 
215;Custos variáveis;215 - Vacinas, Medicamentos e Desinfetantes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
217;Custos fixos;217 - Salarios e Ordenados;-554.402,28 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-488.359,35 ;-452.447,62 ;-451.618,18 
218;Custos fixos;218 - Provisao de Ferias;-59434,33463;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-52354,24661;-62.439,69 ;-49.267,03 
219;Custos fixos;219 - Indenizacoes e Aviso Previo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
220;Custos fixos;220 - Alimentacao do Trabalhador;-121.971,82 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-141.294,94 ;-147.800,76 ;-154.375,14 
221;Custos fixos;221 - Despesa com Assistencia Medica/Odontologica/Exames/Farmacia;-19.830,64 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-70.944,69 ;-16.185,80 ;-14.139,25 
223;Custos fixos;223 - INSS Empresa;-86.697,46 ;-27.550,67 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-77.141,87 ;-38.726,78 ;-27.329,70 
224;Custos fixos;224 - FGTS;-46.126,27 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-40.631,50 ;-62.387,84 ;-43.886,75 
225;Custos fixos;225 - Funrural; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
226;Custos variáveis;226 - Material de Embalagem;-302.520,79 ;-369.150,77 ;-386.784,22 ;-437.037,39 ;-501.672,77 ;-458.761,06 ;-480.004,39 ;-498.996,28 ;-434.338,82 ;-435.904,77 ;-533.200,27 ;-441.935,59 
228;Custos fixos;228 - Servicos Profissionais Contratados P. Juridica;-51.321,78 ;-92.809,34 ;-97.242,61 ;-109.876,92 ;-126.127,10 ;-115.338,54 ;-120.679,38 ;-125.454,19 ;-109.198,47 ;-109.592,16 ;-50.602,99 ;-57.102,52 
229;Custos fixos;229 - Servicos Profissionais Contratados P. Fisica; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
230;Custos fixos;230 - Analises Laboratoriais;-9.954,43 ;-12.085,54 ;-12.662,84 ;-14.308,07 ;-16.424,15 ;-15.019,28 ;-15.714,76 ;-16.336,53 ;-14.219,72 ;-14.270,99 ;-13.141,22 ;-8.370,11 
231;Custos fixos;231 - Uniformes e Equipamentos de Protecao;-37.499,06 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-33.032,01 ;-38.012,22 ;-33.271,15 
232;Custos variáveis;232 - Servico de Armazenagem; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
234;Custos variáveis;234 - Honorarios Advocaticios; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
236;Custos variáveis;236 - Manutencao de Maquinas e Equipamentos;-37.820,57 ;-56.084,19 ;-58.763,19 ;-66.398,03 ;-76.217,93 ;-69.698,46 ;-72.925,91 ;-75.811,30 ;-65.988,05 ;-66.225,95 ;-54.200,02 ;-50.314,86 
237;Custos fixos;237 - Manutencao e Conservacao de Benfeitorias;-7.681,51 ;-9.326,02 ;-9.771,50 ;-11.041,08 ;-12.673,98 ;-11.589,88 ;-12.126,57 ;-12.606,37 ;-10.972,90 ;-11.012,46 ;-16.186,86 ;-17.274,02 
239;Custos variáveis;239 - Energia Eletrica;-191.146,26 ;-263.034,42 ;-275.598,93 ;-311.406,30 ;-357.461,55 ;-326.885,26 ;-342.021,97 ;-355.554,44 ;-309.483,46 ;-310.599,26 ;-260.674,50 ;-261.430,80 
240;Custos variáveis;240 - Agua e Saneamento;-97,98 ;-118,95 ;-124,64 ;-140,83 ;-161,65 ;-147,83 ;-154,68 ;-160,79 ;-139,95 ;-140,47 ;-127,29 ;-210,68 
241;Custos fixos;241 - Comunicacoes (Telefone, Correio e Internet); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
243;Depreciações e Amortizações;243 - Depreciacoes;-109.257,62 ;-190.477,76 ;-190.449,31 ;-190.431,83 ;-190.322,35 ;-190.322,35 ;-190.088,23 ;-189.812,37 ;-188.827,82 ;-188.570,97 ;-143.100,33 ;-144.756,43 
245;Custos variáveis;245 - Combustiveis e Lubrificantes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-38.708,28 ;-23.574,33 
246;Custos variáveis;246 - Pecas e Servicos para Manutencao de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-18.607,12 ;-10.577,50 
247;Custos fixos;247 - Seguro de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-5.471,99 ;-5.471,99 
248;Custos fixos;248 - IPVA e Taxas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
252;Despesas Administrativas fixas;252 - Salarios e Ordenados;-105.775,38 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-112.793,69 ;-115.109,75 ;-125.728,81 
253;Despesas Administrativas fixas;253 - Provisao de Ferias;-13.715,10 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-14.625,12 ;-11.487,16 ;-11.290,09 
254;Despesas Administrativas fixas;254 - Pro-Labore; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
255;Despesas Administrativas fixas;255 - Indenizacoes e Aviso Previo; 2.474,06 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.638,21 ; 2.261,89 ; 1.573,61 
256;Despesas Administrativas fixas;256 - Assistencia Medica; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
257;Despesas Administrativas fixas;257 - Uniformes e Equipamentos de Protecao;-1.972,75 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-2.103,64 ;-1.001,15 ;-945,33 
258;Despesas Administrativas fixas;258 - Vale Transporte;-3.058,94 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-3.261,90 ;-2.690,77 ;-1.087,08 
259;Despesas Administrativas fixas;259 - Cursos e Treinamentos; -   ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ;-9.289,48 ; -   ; -   
261;Despesas Administrativas fixas;261 - INSS Empresa;-17.669,78 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-22.158,32 ;-6.325,76 ;-6.741,78 
262;Despesas Administrativas fixas;262 - FGTS;-8.800,51 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-9.384,43 ;-10.121,06 ;-10.684,65 
264;Despesas Administrativas fixas;264 - Servicos Profissionais Contratados P. Juridica;-67.644,13 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-87.511,52 ;-46.561,53 ;-66.765,12 
265;Despesas Administrativas fixas;265 - Servicos Profissionais Contratados P. Fisica; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
267;Despesas Administrativas fixas;267 - Viagens, Estadias e Refeicao;-7.112,32 ;-14.691,17 ;-15.392,94 ;-17.392,87 ;-19.965,18 ;-18.257,41 ;-19.102,84 ;-19.858,66 ;-17.285,48 ;-17.347,80 ;-59.232,33 ;-71.983,52 
268;Despesas Administrativas fixas;268 - Servicos em Consultoria de Agronomia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
270;Despesas Administrativas fixas;270 - Manutencao e Conservacao de Benfeitorias;-3.927,30 ;-4.753,89 ;-4.980,96 ;-5.628,12 ;-6.460,49 ;-5.907,87 ;-6.181,44 ;-6.426,02 ;-5.593,37 ;-5.613,54 ;-1.935,75 ;-2.261,10 
271;Despesas Administrativas fixas;271 - Honorarios Advocaticios;-8.333,71 ;-10.087,73 ;-10.569,60 ;-11.942,86 ;-13.709,14 ;-12.536,51 ;-13.117,02 ;-13.636,00 ;-11.869,12 ;-11.911,91 ;-17.142,42 ;-29.924,49 
272;Despesas Administrativas fixas;272 - Material de Expediente;-2.556,00 ;-3.093,96 ;-3.241,75 ;-3.662,94 ;-4.204,67 ;-3.845,01 ;-4.023,05 ;-4.182,24 ;-3.640,32 ;-3.653,44 ;-3.406,86 ;-2.404,59 
273;Despesas Administrativas fixas;273 - Material de Informatica;-2.282,86 ;-2.763,34 ;-2.895,34 ;-3.271,52 ;-3.755,35 ;-3.434,14 ;-3.593,16 ;-3.735,32 ;-3.251,31 ;-3.263,04 ;-3.844,71 ;-1.822,25 
275;Depreciações e Amortizações;275 - Depreciacoes;-5.670,65 ;-11.218,39 ;-11.217,22 ;-11.217,22 ;-11.217,22 ;-11.217,22 ;-11.217,22 ;-11.217,22 ;-11.183,15 ;-10.980,14 ;-11.434,37 ;-12.822,29 
277;Despesas Administrativas fixas;277 - Energia Eletrica;-13.744,05 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-14.655,98 ;-17.800,70 ;-7.812,82 
278;Despesas Administrativas fixas;278 - Agua e Saneamento;-2.547,60 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.716,63 ;-2.134,09 ;-2.433,04 
279;Despesas Administrativas fixas;279 - Comunicacoes (Telefone, Correio e Internet);-5.009,10 ;-6.063,38 ;-6.353,01 ;-7.178,43 ;-8.240,07 ;-7.535,24 ;-7.884,17 ;-8.196,11 ;-7.134,10 ;-7.159,82 ;-9.909,96 ;-8.780,83 
281;Despesas Administrativas fixas;281 - Impostos e Taxas;-26,99 ;-32,67 ;-34,23 ;-38,68 ;-44,40 ;-40,60 ;-42,48 ;-44,16 ;-38,44 ;-38,58 ; -   ; -   
282;Despesas Administrativas fixas;282 - Multas por Infracoes/Erros;-549,50 ;-665,16 ;-696,93 ;-787,48 ;-903,95 ;-826,62 ;-864,90 ;-899,12 ;-782,62 ;-785,44 ; -   ; -   
284;Despesas Administrativas fixas;284 - Combustiveis e Lubrificantes;-5.457,40 ;-6.606,03 ;-6.921,59 ;-7.820,88 ;-8.977,54 ;-8.209,63 ;-8.589,78 ;-8.929,65 ;-7.772,59 ;-7.800,61 ;-416,82 ;-5.795,72 
285;Despesas Administrativas fixas;285 - Pecas e Servicos para Manutencao de Veiculos;-1.995,31 ;-2.415,26 ;-2.530,63 ;-2.859,43 ;-3.282,32 ;-3.001,56 ;-3.140,55 ;-3.264,81 ;-2.841,78 ;-2.852,02 ;-1.373,34 ; -   
286;Despesas Administrativas fixas;286 - IPVA;-10,23 ;-12,39 ;-12,98 ;-14,66 ;-16,83 ;-15,39 ;-16,10 ;-16,74 ;-14,57 ;-14,62 ; -   ; -   
287;Despesas Administrativas fixas;287 - Multas de Transito; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
289;Despesas Administrativas fixas;289 - Leasing; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
291;Despesas Administrativas fixas;291 - Assinaturas de Jornais e Revistas;-13,62 ;-16,48 ;-17,27 ;-19,51 ;-22,40 ;-20,48 ;-21,43 ;-22,28 ;-19,39 ;-19,46 ; -   ; -   
292;Despesas Administrativas fixas;292 - Seguros;-97,24 ;-117,70 ;-123,33 ;-139,35 ;-159,97 ;-146,29 ;-153,05 ;-159,11 ;-138,50 ;-138,99 ; -   ; -   
293;Despesas Administrativas fixas;293 - Acordo Judicial;-725,43 ;-878,11 ;-920,06 ;-1.039,60 ;-1.193,35 ;-1.091,27 ;-1.141,80 ;-1.186,98 ;-1.033,18 ;-1.036,90 ; -   ; 4.223,55 
295;Despesas Administrativas fixas;295 - Despesas nao Dedutiveis; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
296;Despesas Administrativas fixas;296 - Multas Contratuais; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
297;Despesas Administrativas fixas;297 - Aluguel;-17.007,24 ;-20.648,26 ;-21.634,57 ;-24.445,46 ;-28.060,81 ;-25.660,56 ;-26.848,79 ;-27.911,09 ;-24.294,51 ;-24.382,11 ;-36.844,78 ;-28.255,53 
301;Despesas Comerciais / Logistica/ Expedição fixas;301 - Salarios e Ordenados;-118.079,34 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-237.530,13 ;-103.747,96 ;-91.104,33 
302;Despesas Comerciais / Logistica/ Expedição fixas;302 - Provisao de Ferias;-613,14 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-1.233,39 ;-9.829,90 ;-7.112,73 
303;Despesas Comerciais / Logistica/ Expedição fixas;303 - Indenizacoes e Aviso Previo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-3.250,20 ;-2.843,89 
304;Despesas Comerciais / Logistica / Expedição variáveis;304 - Comissao s/ Vendas;-10.542,82 ;-12.691,64 ;-13.668,03 ;-15.597,08 ;-18.132,29 ;-16.568,27 ;-18.247,29 ;-19.728,95 ;-17.362,60 ;-17.134,08 ;-5.906,21 ;-6.760,08 
305;Despesas Comerciais / Logistica/ Expedição fixas;305 - Assistencia Medica e Odontologica;-14.564,87 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-29.298,91 ;-5.357,80 ; -   
306;Despesas Comerciais / Logistica/ Expedição fixas;306 - Uniformes e Equipamentos de Protecao;-6.233,57 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-12.539,55 ;-5.929,08 ;-846,85 
307;Despesas Comerciais / Logistica/ Expedição fixas;307 - Cursos e Treinamentos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
309;Despesas Comerciais / Logistica/ Expedição fixas;309 - INSS Empresa;-25.743,74 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-20.989,24 ;-8.077,61 ;-5.933,88 
310;Despesas Comerciais / Logistica/ Expedição fixas;310 - FGTS;-9.824,20 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-19.762,51 ;-12.866,18 ;-9.463,28 
312;Despesas Comerciais / Logistica/ Expedição fixas;312 - Servico de Propaganda e Publicidade;-137,76 ;-166,76 ;-174,72 ;-197,43 ;-226,63 ;-207,24 ;-216,84 ;-225,41 ;-196,20 ;-196,91 ;-3.013,80 ; -   
313;Despesas Comerciais / Logistica/ Expedição fixas;313 - Viagens, Estadias e Refeicao;-6.130,57 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-12.332,35 ;-3.541,60 ;-4.421,82 
316;Depreciações e Amortizações;316 - Depreciacoes;-1.144,86 ;-1.125,16 ;-1.124,90 ;-1.124,89 ;-1.124,90 ;-1.124,82 ;-1.124,81 ;-1.124,80 ;-1.124,80 ;-1.124,80 ;-2.179,63 ;-2.477,21 
318;Despesas Comerciais / Logistica/ Expedição fixas;318 - Energia Eletrica;-25.238,04 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-25.631,06 ;-13.643,21 ;-13.498,08 
319;Despesas Comerciais / Logistica/ Expedição fixas;319 - Agua e Saneamento;-1.144,94 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-1.162,77 ;-711,66 ;-811,27 
320;Despesas Comerciais / Logistica/ Expedição fixas;320 - Comunicacoes (Telefone, Correio e Internet);-679,32 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-689,90 ;-326,50 ;-326,50 
323;Despesas Comerciais / Logistica / Expedição variáveis;323 - Combustiveis e Lubrificantes;-8.490,27 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-25.550,41 ;-5.668,22 ;-4.836,82 
325;Despesas Comerciais / Logistica/ Expedição fixas;325 - IPVA;-2.066,46 ;-2.501,39 ;-2.620,88 ;-2.961,40 ;-3.399,37 ;-3.108,60 ;-3.252,55 ;-3.381,23 ;-2.943,11 ;-2.953,72 ; -   ; -   
329;Despesas Comerciais / Logistica / Expedição variáveis;329 - Provisao para Creditos de Liquidacao Duvidosa;-13.239,82 ;-15.726,23 ;-16.043,43 ;-16.956,96 ;-21.141,02 ;-19.547,76 ;-20.629,35 ;-21.315,07 ;-17.816,55 ;-17.800,04 ;-57.590,04 ;-65.705,07 
333;Outras Receitas/Despesas Financeiras;333 - Juros Recebidos; 6.715,43 ; 8.084,15 ; 8.706,08 ; 9.934,81 ; 11.549,66 ; 10.553,43 ; 11.622,91 ; 12.566,68 ; 11.059,39 ; 10.913,83 ; 21.430,81 ; 7.653,42 
334;Outras Receitas/Despesas Financeiras;334 - Descontos Obtidos; 20.643,01 ; 24.850,43 ; 26.762,22 ; 30.539,31 ; 35.503,30 ; 32.440,91 ; 35.728,47 ; 38.629,58 ; 33.996,23 ; 33.548,78 ; 644,56 ; 3.692,56 
336;Outras Receitas/Despesas Financeiras;336 - Rendas de Aplicacoes Financeiras; 1.837,21 ; 2.211,67 ; 2.381,82 ; 2.717,97 ; 3.159,76 ; 2.887,21 ; 3.179,80 ; 3.438,00 ; 3.025,64 ; 2.985,82 ; 2,25 ; -   
340;Juros;340 - Juros;-6.676,30 ;-28.198,59 ;-30.367,96 ;-34.653,95 ;-40.286,75 ;-36.811,76 ;-40.542,26 ;-43.834,24 ;-38.576,63 ;-38.068,90 ;-11.716,67 ;-4.352,78 
341;Despesas Financeiras Bancárias;341 - Despesas Bancarias;-18.794,18 ;-22.624,77 ;-24.365,34 ;-27.804,14 ;-32.323,55 ;-29.535,43 ;-32.528,56 ;-35.169,84 ;-30.951,46 ;-30.544,09 ;-14.833,72 ;-14.983,86 
342;Despesas Financeiras Bancárias;342 - Descontos Concedidos;-25.279,57 ;-30.432,00 ;-32.773,19 ;-37.398,64 ;-43.477,57 ;-39.727,35 ;-43.753,32 ;-47.306,03 ;-41.632,00 ;-41.084,06 ;-53.236,06 ;-20.829,11 
343;Outras Receitas/Despesas Financeiras;343 - Variacoes Monetarias; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
344;Outras Receitas/Despesas Financeiras;344 - Variacoes Monetarias; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
345;Despesas Financeiras Bancárias;345 - Juros/Multa de Emprestimos e Financiamentos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-32.429,91 ;-28.651,26 
346;Outras Receitas/Despesas Financeiras;346 - Tarifas de Cobranca de Titulos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
356;Despesas Comerciais / Logistica / Expedição variáveis;356 - Fretes e Entregas de Mercadorias;-858.097,45 ;-1.233.348,19 ;-1.292.262,26 ;-1.460.160,25 ;-1.676.109,75 ;-1.532.739,92 ;-1.603.714,76 ;-1.667.167,47 ;-1.451.144,19 ;-1.456.376,09 ;-1.656.804,43 ;-985.195,26 
376;Custos variáveis;376 - Ajuste de Inventario; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 51.405,93 ; 14.386,82 
389;Despesas Comerciais / Logistica/ Expedição fixas;389 - Doacoes e Bonificacoes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
403;Receita Bruta de Vendas;403 - Revenda de Materia Prima; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5.621,05 ; 28.373,62 
865;Despesas Administrativas fixas;865 - Servico de Consultoria e Assessoria;-259.928,96 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-1.015.191,73 ;-379.264,46 ;-750.075,15 
866;Despesas Administrativas fixas;866 - Medicina do Trabalho; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
867;Despesas Administrativas fixas;867 - Mensalidades;-19.691,37 ;-23.835,87 ;-24.974,45 ;-28.219,27 ;-32.392,74 ;-29.621,96 ;-30.993,63 ;-32.219,93 ;-28.045,03 ;-28.146,14 ;-25.303,41 ;-29.187,48 
868;Despesas Administrativas fixas;868 - Despesas Legais; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
869;Despesas Administrativas fixas;869 - Maquinas, Moveis e Utensilios;-941,69 ;-1.139,89 ;-1.194,34 ;-1.349,52 ;-1.549,11 ;-1.416,60 ;-1.482,20 ;-1.540,84 ;-1.341,19 ;-1.346,02 ; -   ; -   
870;Despesas Administrativas fixas;870 - Acordo Trabalhista; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
871;Despesas Administrativas fixas;871 - Despesas Cartorio;-1.825,31 ;-2.209,49 ;-2.315,03 ;-2.615,81 ;-3.002,67 ;-2.745,83 ;-2.872,98 ;-2.986,65 ;-2.599,66 ;-2.609,03 ; -   ;-263,35 
872;Despesas Administrativas fixas;872 - Trienio;-27,09 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-28,89 ;-26,04 ;-26,04 
873;Despesas Administrativas fixas;873 - Adicional Noturno;-1.016,50 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.083,96 ;-1.039,46 ;-1.022,95 
874;Despesas Administrativas fixas;874 - Hora Extra 50%; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-493,61 
875;Despesas Administrativas fixas;875 - DSR s/ Adicionais;-127,54 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-136,00 ;-173,65 ;-170,49 
878;Despesas Administrativas fixas;878 - Provisao 1/3 sobre Ferias; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
879;Despesas Administrativas fixas;879 - Dia em Dobro; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
